filename,class,class_index,width,height,aspect_ratio,is_square,mean_R,std_R,min_R,max_R,skew_R,kurt_R,hist_R_0,hist_R_1,hist_R_2,hist_R_3,hist_R_4,hist_R_5,hist_R_6,hist_R_7,hist_R_8,hist_R_9,hist_R_10,hist_R_11,hist_R_12,hist_R_13,hist_R_14,hist_R_15,mean_G,std_G,min_G,max_G,skew_G,kurt_G,hist_G_0,hist_G_1,hist_G_2,hist_G_3,hist_G_4,hist_G_5,hist_G_6,hist_G_7,hist_G_8,hist_G_9,hist_G_10,hist_G_11,hist_G_12,hist_G_13,hist_G_14,hist_G_15,mean_B,std_B,min_B,max_B,skew_B,kurt_B,hist_B_0,hist_B_1,hist_B_2,hist_B_3,hist_B_4,hist_B_5,hist_B_6,hist_B_7,hist_B_8,hist_B_9,hist_B_10,hist_B_11,hist_B_12,hist_B_13,hist_B_14,hist_B_15,mean_H,std_H,skew_H,kurt_H,mean_S,std_S,skew_S,kurt_S,mean_V,std_V,skew_V,kurt_V,entropy,sobel,contrast_0,contrast_45,contrast_90,contrast_135,dissimilarity_0,dissimilarity_45,dissimilarity_90,dissimilarity_135,homogeneity_0,homogeneity_45,homogeneity_90,homogeneity_135,energy_0,energy_45,energy_90,energy_135,correlation_0,correlation_45,correlation_90,correlation_135,ASM_0,ASM_45,ASM_90,ASM_135
cloudy135.jpg,Cloudy,0,1600,706,2.27,False,139.68518856232294,65.90412954084387,0,249,-0.489379614688967,-1.0576173718136868,0.00118,0.00441,0.00397,0.00263,0.00204,0.00324,0.00339,0.00326,0.00339,0.00405,0.00574,0.00835,0.00741,0.00667,0.00293,9e-05,143.44067723087818,65.26802377923681,0,249,-0.8392079595483803,-0.5946646174644172,0.00261,0.00482,0.00317,0.00177,0.00089,0.00084,0.00237,0.00173,0.00356,0.00668,0.00887,0.00951,0.0082,0.00601,0.00165,6e-05,158.90720963172805,78.00429153092908,0,255,-1.1479714391574416,-0.3631199593741856,0.00751,0.00393,0.00142,0.00058,0.00029,0.00019,0.00021,0.00051,0.00117,0.0015,0.00264,0.00821,0.01658,0.01259,0.0048,0.00061,0.5623903614888482,0.24770846705579982,-1.0815785969562692,-0.27618960713082563,0.26619967765359576,0.25447167232314893,1.0051963994919193,-0.047790953144032144,0.6432622340720993,0.27274411356544487,-1.136107302076049,-0.2860865771553698,13.510367967088944,0.017860538259938226,51.38955,94.8209,59.60473,86.2724,2.72146,3.88191,3.05744,3.77789,0.57643,0.462,0.51984,0.46235,0.04287,0.03387,0.03833,0.03386,0.99404,0.98898,0.99308,0.98998,0.00184,0.00115,0.00147,0.00115
cloudy136.jpg,Cloudy,0,595,476,1.25,False,76.46005225619659,38.839795831615824,0,255,1.2137897080034967,2.462322358191118,0.00127,0.00375,0.0083,0.01241,0.01286,0.00927,0.00525,0.00344,0.00236,0.00151,0.00093,0.00044,0.00026,0.00021,0.00022,0.00027,81.75629192853611,39.768201751552226,0,255,1.160789468215242,2.150714174411874,0.00088,0.00281,0.00681,0.0113,0.0135,0.00955,0.00628,0.00387,0.00292,0.00188,0.00113,0.00072,0.00034,0.00021,0.00018,0.00036,85.87964126827201,40.63676080459537,0,255,0.9921624167321694,1.5198157091902864,0.0008,0.00246,0.00577,0.01015,0.01266,0.01,0.00718,0.00469,0.00328,0.00229,0.00137,0.00087,0.00048,0.00024,0.00017,0.00033,0.5514014597802432,0.12446117071000105,-1.7146471453178318,9.339949465178664,0.15222092811086504,0.08411211982992844,3.837564992456221,26.127832263057087,0.34355055517016486,0.16411783510416464,1.0076977088375805,1.5435861527683201,12.028250308419572,0.025787613249544154,39.44792,116.04373,109.5943,117.22776,3.09133,6.34047,6.10461,6.36336,0.34811,0.20102,0.21477,0.20153,0.0295,0.02076,0.02136,0.02078,0.9873,0.9626,0.96467,0.96221,0.00087,0.00043,0.00046,0.00043
cloudy137.jpg,Cloudy,0,1000,667,1.5,False,40.543,46.77288067771809,0,255,2.48016861947021,6.394132083631867,0.0179,0.01944,0.01031,0.0053,0.00263,0.00122,0.00091,0.0008,0.00071,0.00063,0.00055,0.00049,0.00044,0.00047,0.00048,0.00047,48.2702083958021,45.12885289628667,0,255,2.2089713071279395,5.400354848733544,0.0108,0.0165,0.01408,0.0077,0.00477,0.00242,0.00124,0.00097,0.0008,0.00065,0.00055,0.00052,0.00046,0.00048,0.00046,0.00036,59.52752473763118,44.07248916114886,0,255,1.7968190900515177,3.989375753807245,0.00464,0.01108,0.0144,0.0119,0.0068,0.00497,0.00283,0.0015,0.00106,0.00078,0.00058,0.00049,0.00046,0.00047,0.00044,0.00035,0.5675711331031515,0.15325237035701275,-2.5672508452165936,7.179412387799459,0.43429772262031846,0.23080598786022696,0.005945375813311787,-0.419689934039007,0.23584317841079439,0.17799521163601312,1.8465671560876302,4.081228843277665,12.126392704554847,0.02676587099279314,82.44461,261.67137,223.81673,256.19217,3.72111,6.15364,5.30207,5.92038,0.41587,0.31961,0.37289,0.32855,0.04139,0.03428,0.03839,0.03501,0.97986,0.93614,0.94538,0.93747,0.00171,0.00118,0.00147,0.00123
cloudy138.jpg,Cloudy,0,275,183,1.5,False,49.41275707898659,44.24471042503541,0,209,1.2992261997961607,1.2865912640724586,0.01628,0.00615,0.01598,0.00881,0.00381,0.00255,0.00204,0.00185,0.00165,0.00136,0.00104,0.00085,0.00037,0.0,0.0,0.0,53.71860904123199,45.38673695211099,0,212,1.1340459497240725,0.9202882603896603,0.01592,0.00309,0.01431,0.01146,0.00496,0.003,0.00215,0.002,0.00169,0.00154,0.00123,0.00088,0.0005,1e-05,0.0,0.0,59.14452061599603,47.613675080545974,0,217,0.9061074618264379,0.4660811904755655,0.01591,0.00112,0.00947,0.01333,0.0067,0.00476,0.00272,0.00211,0.00176,0.00167,0.00138,0.001,0.00074,7e-05,0.0,0.0,0.4663343834578511,0.2368940057466751,-1.235333688673212,-0.24179768119677725,0.19305910614189561,0.17867365943421323,1.5720443461825535,3.377526793295087,0.2327035056446821,0.18604722419181005,0.9189315614747955,0.48275492650568985,10.034759814859964,0.02775945699252618,22.66116,133.64685,120.28144,131.93148,2.1057,5.80198,5.42585,5.74471,0.60609,0.39849,0.43114,0.41027,0.09296,0.06772,0.07461,0.06751,0.99446,0.9674,0.97068,0.96782,0.00864,0.00459,0.00557,0.00456
cloudy139.jpg,Cloudy,0,183,275,0.67,False,61.127312468951814,40.77299333839381,0,255,2.1156025445256232,5.737204884854522,0.00346,0.008,0.01236,0.01533,0.01407,0.00347,0.0013,0.00075,0.00053,0.00046,0.00062,0.00047,0.00059,0.00062,0.00062,0.00011,62.008981619473424,37.01926833855671,0,238,1.8918788123850725,4.808300390339497,0.00252,0.00701,0.01264,0.01534,0.01517,0.00393,0.00156,0.00073,0.00057,0.00077,0.0005,0.00056,0.00095,0.00045,4e-05,0.0,63.778579234972675,33.250836326499076,0,220,1.516056776313312,3.5856203858174815,0.00209,0.00564,0.01194,0.01445,0.0169,0.00554,0.00178,0.00086,0.00089,0.00066,0.00063,0.00107,0.00029,1e-05,0.0,0.0,0.55237117205422,0.16410952714916044,-2.101743361850104,3.8744324102280148,0.1264400516622677,0.12717367085565479,3.8948724679477804,20.544020277307997,0.25833486260872957,0.15423683623953982,2.1189833906239794,5.87069589295198,9.860147052820945,0.032278804616715596,44.64879,193.2362,197.82053,223.46874,3.36296,7.38327,7.08039,7.47556,0.47861,0.31047,0.37788,0.33185,0.04353,0.0328,0.04003,0.03478,0.98407,0.93116,0.92976,0.92039,0.00189,0.00108,0.0016,0.00121
cloudy14.jpg,Cloudy,0,2000,2000,1.0,True,98.40000975,57.48137624004756,0,255,0.7021279057583767,-0.33478175349090566,0.00085,0.00451,0.00715,0.00943,0.00765,0.00561,0.00454,0.00468,0.00437,0.0032,0.00308,0.00238,0.00208,0.00131,0.00091,0.00102,106.80146075,56.57813379227182,0,255,0.5851116614009593,-0.39676400992876504,0.00112,0.00314,0.00293,0.00761,0.01052,0.00675,0.00515,0.0046,0.0048,0.00386,0.00321,0.00287,0.00237,0.00163,0.00104,0.00116,115.0828935,58.669543518487124,0,255,0.4226291407068841,-0.5329351944942009,0.00174,0.003,0.00091,0.00435,0.01038,0.00828,0.00555,0.00463,0.00428,0.00471,0.0037,0.00316,0.00267,0.00225,0.00148,0.00165,0.5261700509942391,0.1628593834793145,-1.988812784041656,3.5082072022908353,0.20080889117141504,0.13642359225077275,0.7776297187386626,0.15288112459577663,0.455248206862745,0.2267453441592353,0.4930659073490283,-0.5535920430454482,13.603625080518372,0.00978386494865593,4.26461,11.54624,8.39083,11.54466,1.16479,1.95897,1.60796,1.96802,0.57934,0.44261,0.50926,0.44068,0.03554,0.02841,0.0317,0.02838,0.99934,0.99821,0.9987,0.99821,0.00126,0.00081,0.001,0.00081
cloudy140.jpg,Cloudy,0,1000,750,1.33,False,68.402668,52.93383541568766,0,255,1.1256621749707116,0.3767039487296411,0.00747,0.00867,0.01088,0.01241,0.00527,0.00354,0.00228,0.00162,0.00203,0.00233,0.0024,0.0017,0.00113,0.00088,0.00011,3e-05,73.86359733333333,52.543276509107486,0,255,1.0435537205360883,0.22124044976521473,0.0047,0.0092,0.00668,0.01536,0.00668,0.00434,0.00289,0.00167,0.00185,0.0025,0.00249,0.00206,0.00121,0.00097,0.00012,3e-05,73.65568133333333,48.90499487089689,0,255,0.9977429998739455,0.18928493546326086,0.00275,0.01028,0.00746,0.01332,0.00883,0.00435,0.00323,0.00183,0.00236,0.00264,0.00277,0.0015,0.00093,0.00042,6e-05,1e-05,0.4700685322426011,0.14787213326747514,-0.7079990628171076,0.42780404944076134,0.1715238840590796,0.1292006521658075,1.4246269620072756,2.3878530999028644,0.2974201725490196,0.2020809556360568,1.0440341032227112,0.25005094152667384,11.874939505682496,0.01788048002151784,9.52981,60.43419,56.58032,61.15719,1.7602,3.99764,3.71379,3.96923,0.51886,0.37957,0.4281,0.38829,0.03756,0.02916,0.03191,0.02942,0.99826,0.989,0.9897,0.98887,0.00141,0.00085,0.00102,0.00087
cloudy141.jpg,Cloudy,0,615,409,1.5,False,116.60160613831077,70.24313004323128,0,255,0.3673469341590619,-0.872422577524913,0.00203,0.00595,0.00417,0.005,0.00481,0.00575,0.00482,0.00454,0.00439,0.00382,0.00334,0.00305,0.00257,0.00202,0.00174,0.00473,130.5158725425885,70.75027727764348,0,255,0.14214075145900554,-1.0205280160397416,0.00206,0.00281,0.00346,0.00509,0.00483,0.00429,0.00458,0.00445,0.00433,0.00442,0.00415,0.00408,0.00342,0.00273,0.00202,0.00603,150.62999185004074,77.92701156785168,0,255,-0.31554690134068764,-1.1815490584447348,0.00245,0.00349,0.00347,0.00298,0.00262,0.00236,0.00294,0.00353,0.0034,0.00372,0.00377,0.00399,0.00434,0.00466,0.00536,0.00967,0.5130895406427821,0.2088162055674366,-1.176854670909366,0.4292187671363985,0.2939236407674978,0.23760427126330164,0.9611380576055591,0.05039952487047206,0.6044397828704305,0.29054887914884314,-0.28318797487413605,-1.1411546255471723,15.395141555063828,0.06142261849350019,511.94384,792.93589,615.39158,820.33471,11.27993,15.16218,13.29071,15.55749,0.25649,0.20451,0.22648,0.19333,0.02825,0.02577,0.0274,0.0256,0.94819,0.91974,0.93776,0.91696,0.0008,0.00066,0.00075,0.00066
cloudy142.jpg,Cloudy,0,520,362,1.44,False,110.9126806204845,56.48521453408246,0,255,0.15195609545782562,-0.5966178337913712,0.00243,0.00289,0.00413,0.00516,0.00534,0.00457,0.00733,0.0069,0.00595,0.00528,0.00415,0.00314,0.00225,0.00159,0.00096,0.00069,110.94421483212919,47.75343006395116,0,255,0.19723738643697528,-0.11440058433709366,0.00155,0.00137,0.00252,0.00451,0.00587,0.00791,0.00996,0.007,0.0067,0.00543,0.004,0.0025,0.00156,0.00087,0.00065,0.00031,118.73719719507012,59.81630041814852,0,255,-0.34759445686489004,-0.5809260131639098,0.00526,0.00308,0.00211,0.00226,0.00191,0.00335,0.00768,0.00637,0.00696,0.00707,0.00592,0.00483,0.00304,0.00147,0.00079,0.00063,0.5501772797511796,0.2744976006295638,-0.6721195423805396,-0.7666198538397411,0.38310900823219196,0.3063410809556976,0.5436810755638712,-1.1117500645914875,0.5352765139204853,0.1762142724315616,0.048851750139760994,-0.3259748177704509,15.46612910945643,0.04235530229744084,100.43003,219.4546,172.00643,222.03486,5.77688,9.05259,8.03623,9.2151,0.24862,0.16241,0.1797,0.15768,0.01775,0.01388,0.01464,0.01363,0.97893,0.95389,0.96388,0.95335,0.00032,0.00019,0.00021,0.00019
cloudy143.jpg,Cloudy,0,284,177,1.6,False,83.58054826131932,63.73294919555538,0,255,0.6685908853016623,-0.4417500143077602,0.00917,0.00635,0.00616,0.0067,0.00602,0.00582,0.00437,0.00304,0.00262,0.00258,0.0025,0.00234,0.00198,0.00155,0.00084,0.0007,91.30407018381476,61.00193342362515,0,255,0.5759835092879919,-0.524038670236147,0.00467,0.00726,0.00619,0.00624,0.00628,0.00598,0.00522,0.00401,0.00354,0.00306,0.00266,0.00248,0.00214,0.00157,0.00073,0.0007,96.58619797883345,72.48509414852143,0,255,0.17200635160836897,-1.255495564217994,0.01308,0.00658,0.00263,0.00254,0.00256,0.00328,0.00364,0.00362,0.00442,0.00514,0.00517,0.00361,0.00255,0.00203,0.00093,0.00095,0.4787459738554118,0.25388432696160523,-0.49013829099328077,-1.2702132954701846,0.519883857962092,0.359502596399661,-0.16268519527930989,-1.5428955953796564,0.4435945684074537,0.2323357978154782,0.23946967147547693,-0.8243517449886744,14.223844373275185,0.050032317331061935,103.40221,311.53196,236.49256,299.46559,5.56719,10.17294,8.80062,10.10352,0.30698,0.16484,0.19211,0.16772,0.02091,0.01499,0.01627,0.01496,0.98609,0.95802,0.96816,0.95965,0.00044,0.00022,0.00026,0.00022
cloudy144.jpg,Cloudy,0,259,194,1.34,False,107.0689209091271,61.968997376827545,0,255,0.40194042217220904,-0.5369763881746898,0.00417,0.00269,0.00284,0.00526,0.00864,0.00784,0.00554,0.00455,0.00389,0.00361,0.00324,0.00287,0.00265,0.00201,0.00151,0.00143,110.83964892727779,61.40418559759858,0,255,0.3069873937720822,-0.5364964286837179,0.00402,0.00254,0.00235,0.00384,0.00785,0.00794,0.00694,0.00473,0.00428,0.00401,0.00336,0.00293,0.00277,0.00217,0.00154,0.00145,127.75834892329738,62.47635923908164,0,255,-0.08084777656327834,-0.6318521537683672,0.00349,0.00221,0.00167,0.00199,0.00341,0.00704,0.00575,0.0059,0.00578,0.00565,0.00441,0.00441,0.00381,0.00305,0.00218,0.002,0.6285065019661112,0.11074672264771042,-4.655244361943302,23.407104340460535,0.2037895153789192,0.17998032448073387,2.1002763192795975,5.944223272548021,0.501136760081575,0.24496414576090147,-0.07750629068041583,-0.633879187055852,13.325235927133646,0.05650502936461974,193.64013,366.63512,240.37318,331.85436,8.65156,12.21832,9.87473,11.92192,0.22306,0.15505,0.1893,0.16237,0.01838,0.0147,0.0168,0.01541,0.97438,0.95134,0.96811,0.95596,0.00034,0.00022,0.00028,0.00024
cloudy145.jpg,Cloudy,0,300,168,1.79,False,128.22146825396825,56.46557280440839,0,252,-0.30360860495234826,-0.880854584387694,0.00117,0.00103,0.00541,0.0047,0.00306,0.00289,0.00414,0.00513,0.00599,0.00673,0.00872,0.00672,0.00336,0.00219,0.00129,0.00023,140.0209722222222,48.71200204774208,0,255,-0.24192913448485445,0.23037637926341503,0.00099,0.00092,0.00111,0.00115,0.00103,0.00403,0.00709,0.00758,0.01013,0.00882,0.00558,0.00464,0.00377,0.00297,0.00218,0.00077,139.86815476190475,65.36090660987604,0,255,-0.44434372382136955,-0.8977458477269309,0.00257,0.0015,0.00185,0.0049,0.00562,0.00358,0.00094,0.00034,0.00313,0.00833,0.00827,0.00722,0.00559,0.00424,0.00296,0.00169,0.4326978279872489,0.20840177681019822,-0.7707937846568784,-1.313126885685685,0.39827280995081843,0.23468925239845126,0.23674248253341057,-0.92821282934678,0.6406286181139121,0.18716872230088066,-1.196012526035119,2.0033617917032185,13.69957820969667,0.047336883895127774,98.6673,287.40474,227.76928,271.20592,5.96007,10.5659,9.25527,10.33711,0.28643,0.16222,0.18156,0.16221,0.02367,0.01653,0.01761,0.0166,0.97967,0.94094,0.95315,0.94427,0.00056,0.00027,0.00031,0.00028
cloudy146.jpg,Cloudy,0,800,377,2.12,False,125.92880968169762,49.340580454138475,15,249,0.10482347287996498,-1.0174112165641884,0.0,7e-05,0.00195,0.00537,0.00674,0.00702,0.00538,0.00521,0.0057,0.00706,0.00659,0.0056,0.00316,0.00196,0.00083,0.00012,137.3295324933687,48.29273075745673,17,246,-0.0033352647851527537,-0.9815417236706478,0.0,1e-05,0.00042,0.00331,0.00576,0.00623,0.00545,0.0054,0.00606,0.00679,0.00746,0.00702,0.00438,0.00269,0.00133,0.00043,159.14982095490717,47.843929314481585,23,253,-0.15155461671102274,-1.034758905733153,0.0,0.0,1e-05,0.00032,0.00254,0.00496,0.00551,0.00533,0.00521,0.00524,0.00739,0.00745,0.00785,0.00501,0.0048,0.00111,0.6087312678083987,0.02472770931913544,-12.86861551866814,295.9964659731891,0.22946714093971338,0.10751042386758203,0.4849760055891536,-0.21355731903770137,0.6241388542154263,0.18766023820035602,-0.1508166628416115,-1.033987275006013,12.699726830946297,0.01740429982728084,8.99352,26.04797,20.43111,28.63496,1.72154,3.05537,2.69784,3.2102,0.5096,0.36768,0.39406,0.35028,0.03119,0.02374,0.02518,0.02317,0.99808,0.99443,0.99563,0.99388,0.00097,0.00056,0.00063,0.00054
cloudy147.jpg,Cloudy,0,800,533,1.5,False,117.07292917448406,52.65659922226709,18,255,0.3439046568524177,-0.6467343150784401,0.0,0.00145,0.00404,0.00453,0.00812,0.00652,0.00629,0.00619,0.00593,0.00541,0.00454,0.00356,0.00262,0.00175,0.00107,0.00072,125.96972091932457,50.26611276087592,22,255,0.18858954725856222,-0.6358550370553582,0.0,0.0006,0.00284,0.00409,0.00475,0.00632,0.00763,0.00684,0.00668,0.0062,0.00574,0.00423,0.00295,0.00199,0.00124,0.00067,142.8223311444653,49.09742655173399,31,255,-0.06797547623789353,-0.6188674659629796,0.0,0.0,0.00118,0.00299,0.00383,0.0044,0.00512,0.00504,0.00703,0.00897,0.00778,0.00628,0.00425,0.00269,0.00184,0.00134,0.5932714690658829,0.09733433759636147,-4.437640477801311,22.053024385425104,0.20741338131346218,0.12697393860339823,0.5697899343846504,-0.06262416170927754,0.5606030883272632,0.19301390990955086,-0.0677545392276365,-0.6292281393617145,12.492686254597372,0.015389957672065843,6.57002,19.33632,14.9342,20.90946,1.44037,2.67046,2.39404,2.8154,0.55782,0.381,0.40047,0.36297,0.03339,0.0243,0.02533,0.02353,0.99871,0.99621,0.99707,0.9959,0.00112,0.00059,0.00064,0.00055
cloudy148.jpg,Cloudy,0,900,600,1.5,False,93.51869259259259,43.20179097189809,0,255,0.18045445323622328,0.01658057106925126,0.00341,0.00087,0.0035,0.00871,0.00751,0.00882,0.00903,0.00746,0.00596,0.00352,0.00191,0.00098,0.00054,0.00034,0.00013,5e-05,111.12193703703704,50.902012201619435,0,254,-0.08574262506395562,-0.492567659598516,0.00354,0.00056,0.00183,0.00578,0.0066,0.00558,0.0071,0.00741,0.00636,0.00643,0.00479,0.00371,0.00167,0.00088,0.00045,6e-05,139.63789814814814,58.05421465885395,0,255,-0.5945471216588274,-0.28941909616339956,0.00354,0.00043,0.00046,0.00173,0.004,0.00448,0.00447,0.00456,0.00529,0.00685,0.00647,0.00797,0.0059,0.00466,0.00161,0.00033,0.5807693671288487,0.11456298476626393,-3.4282896644180547,12.343192046233058,0.3493736401981625,0.09676212724676687,1.1942260831003377,11.175490944053207,0.5485835947712416,0.22573554456605757,-0.5586207033599985,-0.3677525534502233,12.34692886330651,0.014700733875624337,31.31541,58.77426,38.57179,54.15413,1.7627,2.78416,2.32326,2.80724,0.57327,0.42432,0.47651,0.4258,0.03642,0.02793,0.03054,0.02794,0.99364,0.98805,0.99216,0.98899,0.00133,0.00078,0.00093,0.00078
cloudy149.jpg,Cloudy,0,759,462,1.64,False,106.93661345242373,51.859193446855265,17,253,0.4051731172815899,-0.5159483968636884,0.0,0.00239,0.00718,0.00639,0.0059,0.00603,0.00615,0.00687,0.00618,0.00563,0.00354,0.00237,0.00178,0.00094,0.00081,0.0006,114.80189814577166,50.31618552050691,24,248,0.344361588889545,-0.7247018740273283,0.0,0.00026,0.00425,0.0081,0.00623,0.00633,0.00583,0.0067,0.00667,0.00537,0.00473,0.0033,0.00248,0.00115,0.00109,0.00026,128.23427099909313,48.28804507613183,39,241,0.2629452345489191,-0.9659363293810408,0.0,0.0,0.00037,0.00442,0.00805,0.00665,0.00654,0.00608,0.00673,0.00659,0.00526,0.00372,0.00415,0.00295,0.00123,1e-05,0.5841341207837246,0.1149257163917026,-3.914123038784083,14.314395922280852,0.21111850093488285,0.12929312655439193,0.6194485216112746,-0.4170305978830098,0.5057841621896495,0.1913714859741602,0.2831024820430198,-0.8832137827450666,12.590690485711189,0.012567734221252631,3.57575,16.68713,14.82692,17.77233,1.08258,2.23888,2.02738,2.3107,0.606,0.43045,0.46351,0.41819,0.03652,0.02652,0.02804,0.02611,0.9993,0.99671,0.99708,0.9965,0.00133,0.0007,0.00079,0.00068
cloudy15.jpg,Cloudy,0,852,480,1.77,False,118.31223102503913,65.06064003601985,6,249,-0.21837976172304654,-1.2310233383574674,0.00321,0.00708,0.00374,0.00288,0.00255,0.00306,0.00368,0.00471,0.00562,0.0059,0.00531,0.00514,0.00633,0.00291,0.00047,0.00015,133.7462294600939,61.65222024957767,15,249,-0.3246025733546898,-1.1971991199721377,1e-05,0.00303,0.00564,0.00455,0.00316,0.00246,0.00313,0.00361,0.00469,0.00604,0.00662,0.00594,0.00671,0.0062,0.00079,0.00017,146.1451560054773,57.0731578715671,20,249,-0.477224857276955,-0.9364322150344493,0.0,0.00049,0.00441,0.00322,0.00236,0.00356,0.00405,0.00385,0.00404,0.00548,0.0072,0.00723,0.00709,0.00825,0.0013,0.00021,0.5680060669362513,0.02462638721918122,-12.014043386236386,270.1874513962254,0.25485512832438834,0.20905580237535606,1.3504119428269559,1.2454486986873068,0.5731407165761454,0.2238336991457345,-0.4771804123567342,-0.9365465423161061,11.75240407361189,0.01453589948676483,6.41786,24.2093,18.46752,23.68217,1.18959,2.59617,2.19124,2.54446,0.65546,0.44708,0.50156,0.45341,0.04169,0.02844,0.03157,0.0289,0.99916,0.99684,0.99759,0.99691,0.00174,0.00081,0.001,0.00084
cloudy150.jpg,Cloudy,0,1920,1080,1.78,False,103.33901765046296,48.22102576080147,0,255,0.28625791068930523,-0.20899673816504416,0.00137,0.00213,0.00587,0.00417,0.00558,0.00896,0.00933,0.00727,0.00519,0.00459,0.00337,0.00227,0.00121,0.00079,0.00041,0.00024,110.29597849151234,49.0754619921777,0,255,0.12431288266684434,-0.32126157731830896,0.0013,0.00149,0.00485,0.00475,0.00441,0.00654,0.00782,0.00947,0.0071,0.00501,0.00381,0.00273,0.00174,0.00094,0.00049,0.00028,128.17023967978395,50.21668062460661,0,255,-0.19821745010331776,-0.5653488439358929,0.00098,0.00075,0.00183,0.00393,0.00472,0.00469,0.00623,0.00665,0.00658,0.00665,0.00864,0.00531,0.00309,0.00163,0.00076,0.00031,0.6117438505560249,0.08404118483993399,-4.52772958687634,27.29787034777346,0.21932738505528593,0.11914984316009629,0.9043191168170991,2.575188330697139,0.5033428876180103,0.19776478239712775,-0.181831813712321,-0.5576216751225349,13.938561013000317,0.016925471971261898,36.53839,48.98327,37.49734,47.56284,4.40679,5.17,4.46774,5.10133,0.23388,0.19839,0.22903,0.19976,0.01847,0.01689,0.0183,0.01697,0.99233,0.9897,0.99211,0.99,0.00034,0.00029,0.00034,0.00029
cloudy151.jpg,Cloudy,0,1920,1280,1.5,False,97.12508138020833,68.68761799300702,0,244,0.32382810561993497,-1.1793818994076433,0.00708,0.00721,0.00573,0.00543,0.00447,0.00378,0.00377,0.00341,0.00312,0.0036,0.00347,0.0037,0.00384,0.00263,0.00146,5e-05,124.78302408854167,63.25578324290908,7,255,0.07157568283397209,-1.063135081046731,0.00216,0.00262,0.00177,0.00434,0.00691,0.00667,0.00515,0.0043,0.0038,0.0037,0.00419,0.00462,0.0048,0.00431,0.00254,0.00087,159.52890299479168,49.02199441336539,42,255,-0.08666004972261343,-0.7457484170977922,0.0,0.0,0.0001,0.00163,0.00226,0.00235,0.00368,0.00701,0.00851,0.0073,0.00541,0.00565,0.00585,0.00615,0.00408,0.00277,0.588707766708304,0.018262492109526723,0.8611743675865585,0.8391123965925553,0.46511500879338047,0.2835049018410616,0.3291138572331862,-1.1889095795943607,0.6256037007250825,0.1922432936615839,-0.08665912156373416,-0.7457515929121987,13.719479634503557,0.010236165453289007,4.53961,11.56051,7.17109,9.98656,1.23897,1.98828,1.56077,1.86358,0.57805,0.45521,0.5166,0.4674,0.03282,0.02695,0.02996,0.02742,0.99943,0.99855,0.9991,0.99875,0.00108,0.00073,0.0009,0.00075
cloudy152.jpg,Cloudy,0,1920,1080,1.78,False,134.6449532214506,55.68854832795804,2,255,-0.13349221531547484,-0.8895159929651055,1e-05,0.00028,0.00616,0.00321,0.00199,0.00425,0.00499,0.0064,0.00655,0.00691,0.00556,0.00528,0.00454,0.00309,0.00338,0.00017,149.10027150848765,54.87920509566858,12,255,-0.014354213502329901,-0.870070148281024,0.0,5e-05,0.00068,0.00366,0.00465,0.00331,0.00381,0.0059,0.00693,0.00701,0.00608,0.00492,0.00518,0.00393,0.00267,0.00396,146.49119888117283,64.03382396954144,0,255,-0.31154365258968686,-0.6354519953159619,3e-05,0.00383,0.00474,0.00116,0.00059,0.00158,0.00383,0.00576,0.00672,0.00703,0.00615,0.00484,0.00506,0.00405,0.00258,0.00479,0.48205844852297286,0.09590474994102456,-1.4845192308476263,2.0146359195414556,0.15508335390658842,0.14959329177992292,2.1888249939345754,3.981554196383283,0.5946001157407407,0.22219078680017798,0.014947557097917787,-0.844999209566569,12.81231743949811,0.006743357195251799,3.32354,9.31882,6.39345,9.23793,0.77923,1.29612,0.89696,1.31104,0.73987,0.627,0.72114,0.62321,0.04862,0.04011,0.04711,0.03988,0.99946,0.99849,0.99896,0.9985,0.00236,0.00161,0.00222,0.00159
cloudy153.jpg,Cloudy,0,1280,720,1.78,False,113.93088433159723,63.374527948426085,0,254,0.3772317655940075,-0.5731632628409278,0.00186,0.00414,0.00677,0.00344,0.00151,0.00583,0.00923,0.00706,0.00548,0.00351,0.00282,0.00223,0.0019,0.00174,0.00231,0.00291,130.6655913628472,63.02108911163408,0,255,0.20006515088296653,-0.8555918210236593,0.00042,0.00291,0.00229,0.00377,0.00667,0.00342,0.00668,0.00617,0.00479,0.00578,0.00406,0.00337,0.00299,0.00268,0.00275,0.00401,124.34071180555556,74.77414539495196,0,255,-0.15097750201937216,-0.999403864511724,0.00949,0.0027,0.00127,0.00109,0.00185,0.00314,0.00643,0.00557,0.00434,0.00526,0.00453,0.00376,0.00312,0.00332,0.00278,0.00409,0.4543680667701778,0.11024078715355329,-1.2674808837509537,0.3516516458909744,0.2551516612112504,0.26822806444368724,1.7194383921279306,1.6130195692229297,0.5211162428513075,0.2510998846367872,0.13673580417210215,-0.9512953396702355,12.38711345372843,0.01309473637595551,44.64037,80.79426,54.8987,75.55894,2.08677,3.11219,2.54307,3.05112,0.60786,0.5005,0.55626,0.49944,0.04091,0.03413,0.03768,0.03383,0.99451,0.99006,0.99325,0.9907,0.00167,0.00116,0.00142,0.00114
